CookerStat, GenerateAssetRegistry=0.035621, Initialize=0.172056, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_0, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/NewPaperTileMap.uasset, AutoPackageBackupDelegate=0.105347, FlushAsyncLoading=0.005733, FlushStreamingFunc=0.079993, BlockTillAllRequestsFinished=0.006944, ResetLoadersForSaveUnMarkAllObjects=0.348035, TagPackageExports=0.087541, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.474211, GatherLocalizableTextData=0.659853, MarkNames=0.009660, SerializeSummary=0.022337, SerializeNames=0.044674, SerializeGatherableTextData=0.004530, BuildExportMap=0.022337, SortExportsNonSeekfree=0.010565, SortExportsSeekfreeConstructor=0.076368, SortExportsSeekfreeInner=0.446744, SortExportsSeekfree=0.002716, BuildDependencyMap=0.013884, SerializeImportMap=0.009056, SerializeExportMap=0.004832, SerializeDependencyMap=0.001509, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.042863, SerializeExports=1.832552, SerializeBulkData=0.022639, MoveFile=0.543036, UnaccountedTime=0.777572, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdA4DAB02E4FB9377EBC4CEBB5A82EDC61_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E39_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.09.14-21.29.02, Duration=18.711016, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionId18ECE1C048ED94EB0E988AB6E00DF2DC_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E3__AAD3CE188F72F692D5AA9967E2CA3DEDA43A777F, StartTime=2016.09.14-21.29.02, HierarchicalDDC=, DataSize=16696, Duration=1.108404, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_9, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/grass_Sprite.uasset, AutoPackageBackupDelegate=1.301594, FlushAsyncLoading=0.004526, FlushStreamingFunc=0.027169, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.132211, TagPackageExports=0.019319, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.373092, GatherLocalizableTextData=0.218540, MarkNames=0.006039, SerializeSummary=0.010867, SerializeNames=0.045277, SerializeGatherableTextData=0.001207, BuildExportMap=0.013582, SortExportsNonSeekfree=0.004530, SortExportsSeekfreeConstructor=0.007547, SortExportsSeekfreeInner=0.505000, SortExportsSeekfree=0.002716, BuildDependencyMap=0.006039, SerializeImportMap=0.005133, SerializeExportMap=0.003923, SerializeDependencyMap=0.001509, SerializeStringAssetReferenceMap=0.001211, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.236217, SerializeExports=0.165112, SerializeBulkData=0.012074, MoveFile=0.787538, UnaccountedTime=0.591330, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_10, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/grass_Sprite.uasset, AutoPackageBackupDelegate=0.874773, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.086330, BlockTillAllRequestsFinished=0.006039, ResetLoadersForSaveUnMarkAllObjects=0.140965, TagPackageExports=0.019319, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.389695, GatherLocalizableTextData=0.218842, MarkNames=0.005737, SerializeSummary=0.010867, SerializeNames=0.046182, SerializeGatherableTextData=0.001207, BuildExportMap=0.013888, SortExportsNonSeekfree=0.004828, SortExportsSeekfreeConstructor=0.008453, SortExportsSeekfreeInner=0.468478, SortExportsSeekfree=0.002414, BuildDependencyMap=0.006642, SerializeImportMap=0.004530, SerializeExportMap=0.003621, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.132814, SerializeExports=0.147607, SerializeBulkData=0.004828, MoveFile=0.608537, UnaccountedTime=0.086330, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdA4DAB02E4FB9377EBC4CEBB5A82EDC61_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3B2549A14B1C7405F098C9B303E81362_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.09.14-21.33.44, Duration=21.285229, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdC2F3C2864CF6B5AF3FEBC181C51FF7DE_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3B2549A14B1C7405F098C9B303E81__34D1A5195F8089A84A2BAC917547EDF32E568AA1, StartTime=2016.09.14-21.33.44, HierarchicalDDC=, DataSize=8455, Duration=0.856057, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdFAD382354B93B2BBD6981C938DF9617F_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3B2549A14B1C7405F098C9B303E81__8F94E49314CE0E1DC1414BE50685FB6AE29F74DA, StartTime=2016.09.14-21.33.44, HierarchicalDDC=, DataSize=3565, Duration=1.137085, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_11, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/TopDownBP/Maps/TopDownExampleMap.umap, AutoPackageBackupDelegate=1.954805, FlushAsyncLoading=0.002719, FlushStreamingFunc=0.069726, BlockTillAllRequestsFinished=0.005737, ResetLoadersForSaveUnMarkAllObjects=35.457569, TagPackageExports=1.423240, BeginCacheForCookedPlatformData=0.002112, SerializeImports=2.617076, GatherLocalizableTextData=12.084719, MarkNames=0.071239, SerializeSummary=0.016902, SerializeNames=0.467874, SerializeGatherableTextData=0.025962, BuildExportMap=0.351056, SortExportsNonSeekfree=0.813797, SortExportsSeekfreeConstructor=0.054937, SortExportsSeekfreeInner=23.636368, SortExportsSeekfree=0.005435, BuildDependencyMap=0.116512, SerializeImportMap=0.051316, SerializeExportMap=0.049204, SerializeDependencyMap=0.013586, SerializeStringAssetReferenceMap=0.002414, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.149762, SerializeExports=5.645573, SerializeBulkData=134.719803, MoveFile=16.439262, UnaccountedTime=0.734109, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_12, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/grass_Sprite.uasset, AutoPackageBackupDelegate=1.705777, FlushAsyncLoading=0.004832, FlushStreamingFunc=0.025354, BlockTillAllRequestsFinished=0.004224, ResetLoadersForSaveUnMarkAllObjects=0.139154, TagPackageExports=0.018712, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.376716, GatherLocalizableTextData=0.218842, MarkNames=0.006039, SerializeSummary=0.011168, SerializeNames=0.046484, SerializeGatherableTextData=0.001207, BuildExportMap=0.014190, SortExportsNonSeekfree=0.004828, SortExportsSeekfreeConstructor=0.058562, SortExportsSeekfreeInner=0.484776, SortExportsSeekfree=0.002414, BuildDependencyMap=0.006642, SerializeImportMap=0.004832, SerializeExportMap=0.004224, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.732162, SerializeExports=0.166927, SerializeBulkData=0.005431, MoveFile=0.645366, UnaccountedTime=0.593442, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_13, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/grass_Sprite.uasset, AutoPackageBackupDelegate=0.939973, FlushAsyncLoading=0.002716, FlushStreamingFunc=0.068523, BlockTillAllRequestsFinished=0.004224, ResetLoadersForSaveUnMarkAllObjects=0.116214, TagPackageExports=0.018410, BeginCacheForCookedPlatformData=0.001211, SerializeImports=0.370674, GatherLocalizableTextData=0.283442, MarkNames=0.008754, SerializeSummary=0.012375, SerializeNames=0.044975, SerializeGatherableTextData=0.001207, BuildExportMap=0.013582, SortExportsNonSeekfree=0.004530, SortExportsSeekfreeConstructor=0.008151, SortExportsSeekfreeInner=0.476927, SortExportsSeekfree=0.003021, BuildDependencyMap=0.006035, SerializeImportMap=0.004526, SerializeExportMap=0.003923, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001207, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.676320, SerializeExports=0.169944, SerializeBulkData=0.004228, MoveFile=0.692151, UnaccountedTime=0.608839, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdA4DAB02E4FB9377EBC4CEBB5A82EDC61_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_748C754343670EA146C08DB20B97CBEB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.09.14-21.38.21, Duration=9.205338, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdFAD382354B93B2BBD6981C938DF9617F_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_748C754343670EA146C08DB20B97C__0B5A97C9AAAA86FA9C6370F8CBAA6851B08FC18C, StartTime=2016.09.14-21.38.21, HierarchicalDDC=, DataSize=5310, Duration=0.924882, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_14, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/TopDownBP/Maps/TopDownExampleMap.umap, AutoPackageBackupDelegate=9.962987, FlushAsyncLoading=0.012979, FlushStreamingFunc=0.075165, BlockTillAllRequestsFinished=0.007242, ResetLoadersForSaveUnMarkAllObjects=32.649426, TagPackageExports=1.648422, BeginCacheForCookedPlatformData=0.002116, SerializeImports=2.977185, GatherLocalizableTextData=15.734434, MarkNames=0.106554, SerializeSummary=0.018112, SerializeNames=0.492625, SerializeGatherableTextData=0.032600, BuildExportMap=0.376411, SortExportsNonSeekfree=1.298577, SortExportsSeekfreeConstructor=0.072144, SortExportsSeekfreeInner=26.769608, SortExportsSeekfree=0.007246, BuildDependencyMap=0.131607, SerializeImportMap=0.052825, SerializeExportMap=0.054032, SerializeDependencyMap=0.011470, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.329061, SerializeExports=6.375156, SerializeBulkData=148.727036, MoveFile=1.768563, UnaccountedTime=0.779990, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_15, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/grass.uasset, AutoPackageBackupDelegate=1.448598, FlushAsyncLoading=0.004224, FlushStreamingFunc=0.033509, BlockTillAllRequestsFinished=0.005733, ResetLoadersForSaveUnMarkAllObjects=0.135835, TagPackageExports=0.028074, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.425614, GatherLocalizableTextData=0.051014, MarkNames=0.003621, SerializeSummary=0.009660, SerializeNames=0.022337, SerializeGatherableTextData=0.001207, BuildExportMap=0.009358, SortExportsNonSeekfree=0.004526, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=0.118930, SortExportsSeekfree=0.002719, BuildDependencyMap=0.005130, SerializeImportMap=0.004828, SerializeExportMap=0.003625, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.832815, SerializeExports=0.082407, SerializeBulkData=0.015091, MoveFile=0.590727, UnaccountedTime=0.587106, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_16, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=0.087541, FlushAsyncLoading=0.003621, FlushStreamingFunc=0.024751, BlockTillAllRequestsFinished=0.004530, ResetLoadersForSaveUnMarkAllObjects=0.147905, TagPackageExports=0.022642, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.377920, GatherLocalizableTextData=0.099611, MarkNames=0.004228, SerializeSummary=0.012074, SerializeNames=0.030186, SerializeGatherableTextData=0.001509, BuildExportMap=0.011470, SortExportsNonSeekfree=0.003319, SortExportsSeekfreeConstructor=0.008453, SortExportsSeekfreeInner=0.196509, SortExportsSeekfree=0.002414, BuildDependencyMap=0.005733, SerializeImportMap=0.004828, SerializeExportMap=0.003625, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.511509, SerializeExports=0.412032, SerializeBulkData=0.004828, MoveFile=0.698186, UnaccountedTime=0.602201, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_17, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileSet.uasset, AutoPackageBackupDelegate=2.608318, FlushAsyncLoading=0.004530, FlushStreamingFunc=0.090253, BlockTillAllRequestsFinished=0.005431, ResetLoadersForSaveUnMarkAllObjects=0.125874, TagPackageExports=0.022337, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.395428, GatherLocalizableTextData=0.103839, MarkNames=0.003923, SerializeSummary=0.009660, SerializeNames=0.028376, SerializeGatherableTextData=0.000905, BuildExportMap=0.010263, SortExportsNonSeekfree=0.003017, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=0.175979, SortExportsSeekfree=0.002418, BuildDependencyMap=0.005130, SerializeImportMap=0.004828, SerializeExportMap=0.003319, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001207, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.089649, SerializeExports=0.416558, SerializeBulkData=0.005133, MoveFile=0.649288, UnaccountedTime=0.081502, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
